questions_id,questions,num_respondents,options,Trump_perc,Clinton_perc,Others_Unknown_perc,state
4,Age,2469,18-44,25,67,8,California
4,Age,2469,45 and older,38,58,4,California
5,Race,2469,White,45,50,5,California
5,Race,2469,Black,9,88,3,California
5,Race,2469,Latino,24,71,5,California
5,Race,2469,Asian,17,70,13,California
5,Race,2469,Other race,NA,NA,NA,California
6,Race,2469,White,45,50,5,California
6,Race,2469,Non-white,21,73,6,California
7,Race and gender,2469,White men,50,43,7,California
7,Race and gender,2469,White women,40,57,3,California
7,Race and gender,2469,Black men,NA,NA,NA,California
7,Race and gender,2469,Black women,NA,NA,NA,California
7,Race and gender,2469,Latino men,27,68,5,California
7,Race and gender,2469,Latino women,22,73,5,California
7,Race and gender,2469,Others,20,70,10,California
8,Education,2469,High school or less,31,61,8,California
8,Education,2469,Some college,39,56,5,California
8,Education,2469,College graduate,32,63,5,California
8,Education,2469,Postgraduate,27,67,6,California
9,Are you a college graduate?,2469,Yes,30,65,5,California
9,Are you a college graduate?,2469,No,36,57,7,California
10,Education and race,2469,White college graduates,35,59,6,California
10,Education and race,2469,Whites no degree,59,36,5,California
10,Education and race,2469,Non-whites college grads,23,72,5,California
10,Education and race,2469,Non-whites no degree,20,73,7,California
11,Education among whites by sex,2469,White college-grad women,30,67,3,California
11,Education among whites by sex,2469,White non-college women,54,42,4,California
11,Education among whites by sex,2469,White college-grad men,41,51,8,California
11,Education among whites by sex,2469,White non-college men,64,29,7,California
11,Education among whites by sex,2469,Non-whites,21,72,7,California
12,Income,2469,"Under $30,000",29,66,5,California
12,Income,2469,"$30K-$49,999",20,75,5,California
12,Income,2469,"$50K-$99,999",26,67,7,California
12,Income,2469,"$100K-$199,999",42,56,2,California
12,Income,2469,"$200K-$249,999",NA,NA,NA,California
12,Income,2469,"$250,000 or more",NA,NA,NA,California
13,Income,2469,Under $50K,24,71,5,California
13,Income,2469,$50K or more,34,61,5,California
14,Income,2469,Under $100K,25,69,6,California
14,Income,2469,$100K or more,40,57,3,California
15,Income,2469,Under $50K,24,71,5,California
15,Income,2469,$50K-$100K,26,67,7,California
15,Income,2469,$100K or more,40,57,3,California
16,Party ID,2469,Democrats,5,92,3,California
16,Party ID,2469,Republicans,84,13,3,California
16,Party ID,2469,Independents,37,50,13,California
17,Party by gender,2469,Democratic men,5,90,5,California
17,Party by gender,2469,Democratic women,5,93,2,California
17,Party by gender,2469,Republican men,83,13,4,California
17,Party by gender,2469,Republican women,85,12,3,California
17,Party by gender,2469,Independent men,39,48,13,California
17,Party by gender,2469,Independent women,35,54,11,California
18,Ideology,2469,Liberal,8,88,4,California
18,Ideology,2469,Moderate,33,60,7,California
18,Ideology,2469,Conservative,68,28,4,California
19,Marital status,2469,Married,38,58,4,California
19,Marital status,2469,Unmarried,27,65,8,California
20,Marital status by gender,2469,Married men,39,57,4,California
20,Marital status by gender,2469,Married women,38,60,2,California
20,Marital status by gender,2469,Unmarried men,31,56,13,California
20,Marital status by gender,2469,Unmarried women,25,70,5,California
21,White born-again or evangelical Christian?,2469,Yes,NA,NA,NA,California
21,White born-again or evangelical Christian?,2469,No,26,69,5,California
22,Religion,2469,Protestant,51,45,4,California
22,Religion,2469,Catholic,32,63,5,California
22,Religion,2469,Jewish,NA,NA,NA,California
22,Religion,2469,Another religion,NA,NA,NA,California
22,Religion,2469,No religion,12,78,10,California
23,How often do you attend religious services?,2469,Weekly or more,52,46,2,California
23,How often do you attend religious services?,2469,Monthly,NA,NA,NA,California
23,How often do you attend religious services?,2469,Few times a year,31,63,6,California
23,How often do you attend religious services?,2469,Never,19,73,8,California
24,How often do you attend religious services?,2469,Monthly or more,46,52,2,California
24,How often do you attend religious services?,2469,Less often than that,24,68,8,California
25,Union household?,2469,Yes,31,66,3,California
25,Union household?,2469,No,32,61,7,California
26,Served in the U.S. military,2469,Veterans,NA,NA,NA,California
26,Served in the U.S. military,2469,Non-veterans,30,65,5,California
27,Were you born a U.S. citizen?,2469,Yes,35,59,6,California
27,Were you born a U.S. citizen?,2469,No,NA,NA,NA,California
28,First-time voter?,2469,Yes,NA,NA,NA,California
28,First-time voter?,2469,No,37,58,5,California
29,When did you decide presidential vote?,2469,Last few days,NA,NA,NA,California
29,When did you decide presidential vote?,2469,Last week,NA,NA,NA,California
29,When did you decide presidential vote?,2469,In October,NA,NA,NA,California
29,When did you decide presidential vote?,2469,In September,NA,NA,NA,California
29,When did you decide presidential vote?,2469,Before September,29,67,4,California
30,When did you decide presidential vote?,2469,In the last week,NA,NA,NA,California
30,When did you decide presidential vote?,2469,Before that,31,64,5,California
31,When did you decide presidential vote?,2469,In the last month,42,51,7,California
31,When did you decide presidential vote?,2469,Before that,29,67,4,California
32,Opinion of presidential candidate you voted for,2469,Strongly favor ,26,69,5,California
32,Opinion of presidential candidate you voted for,2469,Have reservations,36,60,4,California
32,Opinion of presidential candidate you voted for,2469,Dislike opponents,42,51,7,California
33,Most important issue facing the country,2469,Foreign policy,27,69,4,California
33,Most important issue facing the country,2469,Immigration,36,58,6,California
33,Most important issue facing the country,2469,Economy,26,68,6,California
33,Most important issue facing the country,2469,Terrorism,48,50,2,California
34,Which candidate quality mattered most?,2469,Cares about me,29,64,7,California
34,Which candidate quality mattered most?,2469,Can bring change,76,22,2,California
34,Which candidate quality mattered most?,2469,Right experience,3,95,2,California
34,Which candidate quality mattered most?,2469,Good judgment,20,70,10,California
35,Illegal immigrants working in the U.S. should be:,2469,Offered legal status,20,72,8,California
35,Illegal immigrants working in the U.S. should be:,2469,Deported to home country,67,31,2,California
36,View of U.S. wall along the entire Mexican border,2469,Support,68,26,6,California
36,View of U.S. wall along the entire Mexican border,2469,Oppose,14,79,7,California
37,Effect of international trade,2469,Creates U.S. jobs,23,70,7,California
37,Effect of international trade,2469,Takes away U.S. jobs,46,48,6,California
37,Effect of international trade,2469,Does not affect jobs,NA,NA,NA,California
38,How is the fight against ISIS going?,2469,Very well,NA,NA,NA,California
38,How is the fight against ISIS going?,2469,Somewhat well,18,75,7,California
38,How is the fight against ISIS going?,2469,Somewhat badly,37,58,5,California
38,How is the fight against ISIS going?,2469,Very badly,NA,NA,NA,California
39,How is the fight against ISIS going?,2469,Well,15,78,7,California
39,How is the fight against ISIS going?,2469,Badly,52,44,4,California
40,"In your vote, were Supreme Court appointments:",2469,The most important factor,40,59,1,California
40,"In your vote, were Supreme Court appointments:",2469,An important factor,35,61,4,California
40,"In your vote, were Supreme Court appointments:",2469,A minor factor,NA,NA,NA,California
40,"In your vote, were Supreme Court appointments:",2469,Not a factor at all,NA,NA,NA,California
41,"In your vote, were Supreme Court appointments:",2469,Important,37,60,3,California
41,"In your vote, were Supreme Court appointments:",2469,Not important,27,63,10,California
42,Does the country's criminal justice system:,2469,Treat all fairly,62,34,4,California
42,Does the country's criminal justice system:,2469,Treat blacks unfairly,15,78,7,California
43,View on Obamacare,2469,Did not go far enough,14,83,3,California
43,View on Obamacare,2469,Was about right,9,79,12,California
43,View on Obamacare,2469,Went too far,78,16,6,California
44,Feelings about the federal government,2469,Enthusiastic,NA,NA,NA,California
44,Feelings about the federal government,2469,Satisfied,14,79,7,California
44,Feelings about the federal government,2469,Dissatisfied,34,61,5,California
44,Feelings about the federal government,2469,Angry,NA,NA,NA,California
45,Feelings about the federal government,2469,Enthusiastic/Satisfied,13,80,7,California
45,Feelings about the federal government,2469,Dissatisfied/Angry,45,51,4,California
46,Opinion of government,2469,Government should do more,12,82,6,California
46,Opinion of government,2469,Government doing too much,63,31,6,California
47,Opinion of Barack Obama as president,2469,Strongly approve,3,93,4,California
47,Opinion of Barack Obama as president,2469,Somewhat approve,13,83,4,California
47,Opinion of Barack Obama as president,2469,Somewhat disapprove,NA,NA,NA,California
47,Opinion of Barack Obama as president,2469,Strongly disapprove,81,16,3,California
48,Opinion of Barack Obama as president,2469,Approve,7,89,4,California
48,Opinion of Barack Obama as president,2469,Disapprove,77,18,5,California
49,Should the next president:,2469,Continue Obama's policies,3,90,7,California
49,Should the next president:,2469,Be more conservative,71,25,4,California
49,Should the next president:,2469,Be more liberal,NA,NA,NA,California
50,Opinion of Hillary Clinton,2469,Favorable,3,97,0,California
50,Opinion of Hillary Clinton,2469,Unfavorable,72,18,10,California
51,Opinion of Donald Trump,2469,Favorable,95,2,3,California
51,Opinion of Donald Trump,2469,Unfavorable,10,84,6,California
52,Opinion of Clinton and Trump,2469,Both favorable,NA,NA,NA,California
52,Opinion of Clinton and Trump,2469,Only Clinton favorable,3,97,0,California
52,Opinion of Clinton and Trump,2469,Only Trump favorable,97,NA,NA,California
52,Opinion of Clinton and Trump,2469,Both unfavorable,NA,NA,NA,California
53,Is Hillary Clinton honest and trustworthy?,2469,Yes,1,96,3,California
53,Is Hillary Clinton honest and trustworthy?,2469,No,65,27,8,California
54,Is Donald Trump honest and trustworthy?,2469,Yes,89,11,0,California
54,Is Donald Trump honest and trustworthy?,2469,No,19,75,6,California
55,Which candidate is honest?,2469,Both are,NA,NA,NA,California
55,Which candidate is honest?,2469,Only Clinton is,1,96,3,California
55,Which candidate is honest?,2469,Only Trump is,96,4,0,California
55,Which candidate is honest?,2469,Neither is,46,42,12,California
56,Is Clinton qualified to serve as president?,2469,Yes,9,86,5,California
56,Is Clinton qualified to serve as president?,2469,No,78,12,10,California
57,Is Trump qualified to serve as president?,2469,Yes,90,8,2,California
57,Is Trump qualified to serve as president?,2469,No,12,80,8,California
58,Who is qualified to serve as president?,2469,Both are,NA,NA,NA,California
58,Who is qualified to serve as president?,2469,Only Clinton is,3,92,5,California
58,Who is qualified to serve as president?,2469,Only Trump is,94,6,0,California
58,Who is qualified to serve as president?,2469,Neither is,NA,NA,NA,California
59,Does Clinton have the temperament to be president?,2469,Yes,11,84,5,California
59,Does Clinton have the temperament to be president?,2469,No,79,13,8,California
60,Does Trump have the temperament to be president?,2469,Yes,83,16,1,California
60,Does Trump have the temperament to be president?,2469,No,16,76,8,California
61,Which candidate has the right temperament?,2469,Both do,NA,NA,NA,California
61,Which candidate has the right temperament?,2469,Only Clinton does,6,89,5,California
61,Which candidate has the right temperament?,2469,Only Trump does,NA,NA,NA,California
61,Which candidate has the right temperament?,2469,Neither does,NA,NA,NA,California
62,How would you feel if Clinton wins?,2469,Excited,NA,95,NA,California
62,How would you feel if Clinton wins?,2469,Optimistic,2,91,7,California
62,How would you feel if Clinton wins?,2469,Concerned,NA,NA,NA,California
62,How would you feel if Clinton wins?,2469,Scared,NA,NA,NA,California
63,How would you feel if Clinton wins?,2469,Positive,1,92,7,California
63,How would you feel if Clinton wins?,2469,Negative,72,21,7,California
64,How would you feel if Trump wins?,2469,Excited,NA,NA,NA,California
64,How would you feel if Trump wins?,2469,Optimistic,NA,NA,NA,California
64,How would you feel if Trump wins?,2469,Concerned,NA,NA,NA,California
64,How would you feel if Trump wins?,2469,Scared,2,96,2,California
65,How would you feel if Trump wins?,2469,Positive,98,1,1,California
65,How would you feel if Trump wins?,2469,Negative,6,86,8,California
66,Does Clinton's use of private email bother you:,2469,A lot,79,13,8,California
66,Does Clinton's use of private email bother you:,2469,Some,NA,NA,NA,California
66,Does Clinton's use of private email bother you:,2469,Not much,NA,NA,NA,California
66,Does Clinton's use of private email bother you:,2469,Not at all,0,98,2,California
67,Does Clinton's use of private email bother you?,2469,Yes,58,34,8,California
67,Does Clinton's use of private email bother you?,2469,No,3,93,4,California
68,Does Donald Trump's treatment of women bother you:,2469,A lot,5,88,7,California
68,Does Donald Trump's treatment of women bother you:,2469,Some,NA,NA,NA,California
68,Does Donald Trump's treatment of women bother you:,2469,Not much,NA,NA,NA,California
68,Does Donald Trump's treatment of women bother you:,2469,Not at all,NA,NA,NA,California
69,Does Donald Trump's treatment of women bother you?,2469,Yes,21,73,6,California
69,Does Donald Trump's treatment of women bother you?,2469,No,NA,NA,NA,California
70,Who would better handle the economy?,2469,Clinton,1,93,6,California
70,Who would better handle the economy?,2469,Trump,95,3,2,California
71,Who would better handle foreign policy?,2469,Clinton,2,91,7,California
71,Who would better handle foreign policy?,2469,Trump,98,NA,NA,California
72,Who would be a better commander in chief?,2469,Clinton,1,91,8,California
72,Who would be a better commander in chief?,2469,Trump,96,1,3,California
73,Opinion of the Democratic Party,2469,Favorable,2,96,2,California
73,Opinion of the Democratic Party,2469,Unfavorable,84,10,6,California
74,Opinion of the Republican Party,2469,Favorable,72,18,10,California
74,Opinion of the Republican Party,2469,Unfavorable,16,80,4,California
75,Condition of national economy,2469,Excellent,NA,NA,NA,California
75,Condition of national economy,2469,Good,13,79,8,California
75,Condition of national economy,2469,Not good,40,57,3,California
75,Condition of national economy,2469,Poor,NA,NA,NA,California
76,Condition of national economy,2469,Good,12,81,7,California
76,Condition of national economy,2469,Poor,48,48,4,California
77,Financial situation compared to four years ago:,2469,Better today,20,79,1,California
77,Financial situation compared to four years ago:,2469,Worse today,NA,NA,NA,California
77,Financial situation compared to four years ago:,2469,About the same,27,60,13,California
78,Direction of the country,2469,Right direction,4,91,5,California
78,Direction of the country,2469,Wrong track,62,32,6,California
79,Life for the next generation of Americans will be:,2469,Better than today,18,80,2,California
79,Life for the next generation of Americans will be:,2469,Worse than today,53,38,9,California
